,일자|시간|구분,공급량
7989,2019-03-04 22 D,1056.5950755841968
7990,2019-03-04 23 D,977.1165101516858
7991,2019-03-04 24 D,895.7991231867862
7992,2019-03-05 01 D,828.5313892772361
7993,2019-03-05 02 D,708.5753027777581
7994,2019-03-05 03 D,630.032246958025
7995,2019-03-05 04 D,713.5793264463766
7996,2019-03-05 05 D,813.5110105653071
7997,2019-03-05 06 D,848.7717467736761
7998,2019-03-05 07 D,1077.2800575646022
7999,2019-03-05 08 D,1288.586827100085
8000,2019-03-05 09 D,1204.2271465861247
8001,2019-03-05 10 D,1115.7755890498956
8002,2019-03-05 11 D,1096.737317595249
8003,2019-03-05 12 D,958.7141215688494
8004,2019-03-05 13 D,822.9184323913355
8005,2019-03-05 14 D,770.3436353692942
8006,2019-03-05 15 D,736.1805169280726
8007,2019-03-05 16 D,719.8273185536765
8008,2019-03-05 17 D,758.5572284243847
8009,2019-03-05 18 D,930.130645488435
8010,2019-03-05 19 D,1125.1257307348833
8011,2019-03-05 20 D,1251.9542225355124
8012,2019-03-05 21 D,1217.6900094778944
8013,2019-03-05 22 D,1204.8180032773312
8014,2019-03-05 23 D,1074.1925959326877
8015,2019-03-05 24 D,980.7061104766086
8016,2019-03-06 01 D,867.131329452889
8017,2019-03-06 02 D,734.4512666511363
8018,2019-03-06 03 D,669.4006327611984
8019,2019-03-06 04 D,778.7564313428504
8020,2019-03-06 05 D,863.401077367106
8021,2019-03-06 06 D,883.9561903201505
8022,2019-03-06 07 D,1100.5996113006656
8023,2019-03-06 08 D,1318.1131496008943
8024,2019-03-06 09 D,1244.5210244848731
8025,2019-03-06 10 D,1175.3542407720902
8026,2019-03-06 11 D,1131.7700396037771
8027,2019-03-06 12 D,958.2812745383158
8028,2019-03-06 13 D,859.776851965855
8029,2019-03-06 14 D,794.8338706019468
8030,2019-03-06 15 D,761.0816858734009
8031,2019-03-06 16 D,749.9452831778269
8032,2019-03-06 17 D,791.6759080220136
8033,2019-03-06 18 D,925.4896299287389
8034,2019-03-06 19 D,1169.797595829768
8035,2019-03-06 20 D,1279.521463286497
8036,2019-03-06 21 D,1270.478177993663
8037,2019-03-06 22 D,1208.3317896659114
8038,2019-03-06 23 D,1096.245683352154
8039,2019-03-06 24 D,1004.7272410399886
8040,2019-03-07 01 D,919.672479145396
8041,2019-03-07 02 D,764.511725350663
8042,2019-03-07 03 D,688.0370722591307
8043,2019-03-07 04 D,770.8261801956397
8044,2019-03-07 05 D,852.7941917137648
8045,2019-03-07 06 D,882.949740022459
8046,2019-03-07 07 D,1085.0905414040424
8047,2019-03-07 08 D,1320.2897753454124
8048,2019-03-07 09 D,1249.1521000637863
8049,2019-03-07 10 D,1160.9926866194137
8050,2019-03-07 11 D,1112.3594492153863
8051,2019-03-07 12 D,942.8290995817008
8052,2019-03-07 13 D,844.9963746104778
8053,2019-03-07 14 D,777.4337424505245
8054,2019-03-07 15 D,737.7008273802815
8055,2019-03-07 16 D,716.0409721079619
8056,2019-03-07 17 D,760.0082504795685
8057,2019-03-07 18 D,908.499106047238
8058,2019-03-07 19 D,1127.5433819186192
8059,2019-03-07 20 D,1240.882703259465
8060,2019-03-07 21 D,1254.227623478218
8061,2019-03-07 22 D,1199.8571379925322
8062,2019-03-07 23 D,1097.8436039143992
8063,2019-03-07 24 D,1005.580880997214
8064,2019-03-08 01 D,888.1118364638558
8065,2019-03-08 02 D,762.4595685671617
8066,2019-03-08 03 D,686.39686308449
8067,2019-03-08 04 D,768.54368529061
8068,2019-03-08 05 D,863.0941854291232
8069,2019-03-08 06 D,887.1798666919433
8070,2019-03-08 07 D,1093.1910267196563
8071,2019-03-08 08 D,1323.7921082333546
8072,2019-03-08 09 D,1263.8419774338968
8073,2019-03-08 10 D,1171.5251830878522
8074,2019-03-08 11 D,1123.0663671149375
8075,2019-03-08 12 D,976.5272404655306
8076,2019-03-08 13 D,856.5133318868242
8077,2019-03-08 14 D,796.1408890397038
8078,2019-03-08 15 D,767.3874947171444
8079,2019-03-08 16 D,740.9388577700604
8080,2019-03-08 17 D,795.6855932461838
8081,2019-03-08 18 D,941.3241103950947
8082,2019-03-08 19 D,1165.009734374567
8083,2019-03-08 20 D,1285.4672159242305
8084,2019-03-08 21 D,1258.2253267472074
8085,2019-03-08 22 D,1221.2095830034964
8086,2019-03-08 23 D,1112.18847474124
8087,2019-03-08 24 D,1044.0875486137218
8088,2019-03-09 01 D,917.8005451790956
8089,2019-03-09 02 D,783.5191007336344
8090,2019-03-09 03 D,726.1421180245841
8091,2019-03-09 04 D,795.3461417738658
8092,2019-03-09 05 D,846.000852639462
8093,2019-03-09 06 D,847.4243747494135
8094,2019-03-09 07 D,954.6505618029536
8095,2019-03-09 08 D,1167.2063902270563
8096,2019-03-09 09 D,1157.350778172129
8097,2019-03-09 10 D,1154.3271131416664
8098,2019-03-09 11 D,1141.853966615024
8099,2019-03-09 12 D,974.5360810969796
8100,2019-03-09 13 D,873.3742830003692
8101,2019-03-09 14 D,813.2193028143266
8102,2019-03-09 15 D,779.1423096394166
8103,2019-03-09 16 D,754.1720115899693
8104,2019-03-09 17 D,828.9599819287299
8105,2019-03-09 18 D,943.535497579364
8106,2019-03-09 19 D,1128.1072558964709
8107,2019-03-09 20 D,1223.8652897534585
8108,2019-03-09 21 D,1164.4289374535847
8109,2019-03-09 22 D,1127.8687529142508
8110,2019-03-09 23 D,1053.7436677976866
8111,2019-03-09 24 D,1002.8073302702942
8112,2019-03-10 01 D,929.6705937196292
8113,2019-03-10 02 D,807.2376853521479
8114,2019-03-10 03 D,745.3860378077889
8115,2019-03-10 04 D,824.8426561890885
8116,2019-03-10 05 D,879.5251739242599
8117,2019-03-10 06 D,900.4409748619507
8118,2019-03-10 07 D,969.7312877175356
8119,2019-03-10 08 D,1114.081029675919
8120,2019-03-10 09 D,1178.228599657561
8121,2019-03-10 10 D,1179.5392258810011
8122,2019-03-10 11 D,1163.0863604937222
8123,2019-03-10 12 D,998.218359203588
8124,2019-03-10 13 D,890.6476243733804
8125,2019-03-10 14 D,830.7580216615437
8126,2019-03-10 15 D,806.8948096459252
8127,2019-03-10 16 D,782.1071908533495
8128,2019-03-10 17 D,848.6204825568026
8129,2019-03-10 18 D,985.9928540911352
8130,2019-03-10 19 D,1214.8284203916096
8131,2019-03-10 20 D,1277.051410386924
8132,2019-03-10 21 D,1219.3610112866163
8133,2019-03-10 22 D,1201.1750528621817
8134,2019-03-10 23 D,1088.537363523744
8135,2019-03-10 24 D,998.1012093104468
8136,2019-03-11 01 D,797.0386901208534
8137,2019-03-11 02 D,687.0415836029581
8138,2019-03-11 03 D,617.0788198273992
8139,2019-03-11 04 D,728.6243140373568
8140,2019-03-11 05 D,827.6217062534149
8141,2019-03-11 06 D,859.5391116770703
8142,2019-03-11 07 D,1071.6082151204123
8143,2019-03-11 08 D,1303.761730144689
8144,2019-03-11 09 D,1231.5338992253282
8145,2019-03-11 10 D,1167.5921917383057
8146,2019-03-11 11 D,1104.828736972171
8147,2019-03-11 12 D,961.0674573248684
8148,2019-03-11 13 D,850.5966143610908
8149,2019-03-11 14 D,797.0672235802555
8150,2019-03-11 15 D,746.921438093983
8151,2019-03-11 16 D,728.6449113470605
8152,2019-03-11 17 D,771.0181003486274
8153,2019-03-11 18 D,938.2436907798296
8154,2019-03-11 19 D,1147.402991908988
8155,2019-03-11 20 D,1271.4781789773774
8156,2019-03-11 21 D,1254.4675505761766
8157,2019-03-11 22 D,1219.9811046967104
8158,2019-03-11 23 D,1099.8789275211493
8159,2019-03-11 24 D,1024.9283403152508
8160,2019-03-12 01 D,828.4935580459592
8161,2019-03-12 02 D,686.3880613291382
8162,2019-03-12 03 D,627.5098717910429
8163,2019-03-12 04 D,726.0887605500778
8164,2019-03-12 05 D,811.4715382495202
8165,2019-03-12 06 D,873.2592329448662
8166,2019-03-12 07 D,1043.8745003530275
8167,2019-03-12 08 D,1270.0775558068713
8168,2019-03-12 09 D,1209.904881664709
8169,2019-03-12 10 D,1108.784989089223
8170,2019-03-12 11 D,1057.580915780556
8171,2019-03-12 12 D,935.9584736955148
8172,2019-03-12 13 D,816.565673348228
8173,2019-03-12 14 D,761.2113958622149
8174,2019-03-12 15 D,727.2036477707461
8175,2019-03-12 16 D,716.2055613642024
8176,2019-03-12 17 D,737.913719219669
8177,2019-03-12 18 D,899.1710191395644
8178,2019-03-12 19 D,1100.3980499321194
8179,2019-03-12 20 D,1210.1338186391436
8180,2019-03-12 21 D,1206.8683623852137
8181,2019-03-12 22 D,1152.7399305532526
8182,2019-03-12 23 D,1074.0797653889376
8183,2019-03-12 24 D,967.3266030625648
8184,2019-03-13 01 D,786.431676283746
8185,2019-03-13 02 D,673.5881326509789
8186,2019-03-13 03 D,589.1860887109251
8187,2019-03-13 04 D,669.4096125619692
8188,2019-03-13 05 D,759.9176572164556
8189,2019-03-13 06 D,783.3307732751721
8190,2019-03-13 07 D,983.7500228300452
8191,2019-03-13 08 D,1216.4345551847932
8192,2019-03-13 09 D,1138.9537672773936
8193,2019-03-13 10 D,1044.1727533010387
8194,2019-03-13 11 D,985.4705465496412
8195,2019-03-13 12 D,863.1253316139337
8196,2019-03-13 13 D,782.3602817769179
8197,2019-03-13 14 D,732.0557815626565
8198,2019-03-13 15 D,699.3446399316989
8199,2019-03-13 16 D,674.2623492579116
8200,2019-03-13 17 D,706.6073766031286
8201,2019-03-13 18 D,827.1106363998907
8202,2019-03-13 19 D,1019.8142635173798
8203,2019-03-13 20 D,1115.298283626697
8204,2019-03-13 21 D,1106.9370146835347
8205,2019-03-13 22 D,1064.8579437631645
8206,2019-03-13 23 D,978.817529629098
8207,2019-03-13 24 D,908.119989012774
8208,2019-03-14 01 D,766.8605630781154
8209,2019-03-14 02 D,638.9594934505457
8210,2019-03-14 03 D,579.6826315054192
8211,2019-03-14 04 D,658.6473655519271
8212,2019-03-14 05 D,744.9269344358803
8213,2019-03-14 06 D,771.0960823988157
8214,2019-03-14 07 D,964.9276215403358
8215,2019-03-14 08 D,1198.30039948198
8216,2019-03-14 09 D,1131.6674024243764
8217,2019-03-14 10 D,1029.797785760477
8218,2019-03-14 11 D,980.4361040199194
8219,2019-03-14 12 D,859.3716671382306
8220,2019-03-14 13 D,770.3873343951407
8221,2019-03-14 14 D,738.2387787581372
8222,2019-03-14 15 D,681.3088976937535
8223,2019-03-14 16 D,672.6724145280831
8224,2019-03-14 17 D,682.783229558862
8225,2019-03-14 18 D,806.6949121186815
8226,2019-03-14 19 D,1007.4457928190448
8227,2019-03-14 20 D,1146.0245635931396
8228,2019-03-14 21 D,1106.712131377636
8229,2019-03-14 22 D,1080.8539527144155
8230,2019-03-14 23 D,1000.0095242188576
8231,2019-03-14 24 D,902.4599263961104
8232,2019-03-15 01 D,763.7873861502783
8233,2019-03-15 02 D,637.3175668618251
8234,2019-03-15 03 D,579.0765935522383
8235,2019-03-15 04 D,655.0986913815013
8236,2019-03-15 05 D,738.2575153841997
8237,2019-03-15 06 D,762.1250749408847
8238,2019-03-15 07 D,958.7235206393092
8239,2019-03-15 08 D,1183.969802068244
8240,2019-03-15 09 D,1113.6629566666893
8241,2019-03-15 10 D,1035.317939677791
8242,2019-03-15 11 D,970.1063623897952
8243,2019-03-15 12 D,857.4883214161385
8244,2019-03-15 13 D,755.4531448052834
8245,2019-03-15 14 D,710.1232387697754
8246,2019-03-15 15 D,673.8499565318875
8247,2019-03-15 16 D,646.9105406350618
8248,2019-03-15 17 D,694.2847348286441
8249,2019-03-15 18 D,789.1037983166459
8250,2019-03-15 19 D,988.6125741799684
8251,2019-03-15 20 D,1090.1182008186386
8252,2019-03-15 21 D,1087.41240646833
8253,2019-03-15 22 D,1044.27537292332
8254,2019-03-15 23 D,959.5937604794316
8255,2019-03-15 24 D,891.2401378785468
8256,2019-03-16 01 D,780.523900395302
8257,2019-03-16 02 D,634.1639488885106
8258,2019-03-16 03 D,560.538501683352
8259,2019-03-16 04 D,624.9582429533531
8260,2019-03-16 05 D,689.1849163063445
8261,2019-03-16 06 D,706.331922299767
8262,2019-03-16 07 D,812.1384244553433
8263,2019-03-16 08 D,986.4801097514368
8264,2019-03-16 09 D,1022.7743964148872
8265,2019-03-16 10 D,973.6593741727291
8266,2019-03-16 11 D,961.8872941185192
8267,2019-03-16 12 D,856.822937317191
8268,2019-03-16 13 D,747.6097534069804
8269,2019-03-16 14 D,705.3920042964794
8270,2019-03-16 15 D,672.0323731955822
8271,2019-03-16 16 D,636.2839250710184
8272,2019-03-16 17 D,654.489770594908
8273,2019-03-16 18 D,774.7905337741611
8274,2019-03-16 19 D,913.6053783229952
8275,2019-03-16 20 D,1002.560972452578
8276,2019-03-16 21 D,940.6630455357482
8277,2019-03-16 22 D,943.1814325840636
8278,2019-03-16 23 D,858.7861910183942
8279,2019-03-16 24 D,811.6413803884723
8280,2019-03-17 01 D,691.7870182012183
8281,2019-03-17 02 D,582.3633990335268
8282,2019-03-17 03 D,499.275801271694
8283,2019-03-17 04 D,589.274950074893
8284,2019-03-17 05 D,641.9157379981805
8285,2019-03-17 06 D,630.4602077676432
8286,2019-03-17 07 D,704.9002285377511
8287,2019-03-17 08 D,866.4555860715393
8288,2019-03-17 09 D,907.2001445785334
8289,2019-03-17 10 D,893.0825991657725
8290,2019-03-17 11 D,871.7141977360808
8291,2019-03-17 12 D,737.2300389179841
8292,2019-03-17 13 D,671.8302493826177
8293,2019-03-17 14 D,655.0731251368098
8294,2019-03-17 15 D,628.1989515611509
8295,2019-03-17 16 D,599.4556269885466
8296,2019-03-17 17 D,623.3634284863864
8297,2019-03-17 18 D,702.1349752139694
8298,2019-03-17 19 D,880.1855430235192
8299,2019-03-17 20 D,947.7884862465352
8300,2019-03-17 21 D,926.390912946306
8301,2019-03-17 22 D,886.7653794667981
8302,2019-03-17 23 D,786.3799730798905
8303,2019-03-17 24 D,710.0546859724349
8304,2019-03-18 01 D,594.6055517918554
8305,2019-03-18 02 D,501.3811213044444
8306,2019-03-18 03 D,436.4841864863689
8307,2019-03-18 04 D,522.3851797123957
8308,2019-03-18 05 D,601.0964182439266
8309,2019-03-18 06 D,658.4973252015405
8310,2019-03-18 07 D,865.5518739937744
8311,2019-03-18 08 D,1063.3443064925395
8312,2019-03-18 09 D,989.8075045061856
8313,2019-03-18 10 D,916.6771389252112
8314,2019-03-18 11 D,876.648437944576
8315,2019-03-18 12 D,756.2423477573311
8316,2019-03-18 13 D,703.0457755850786
8317,2019-03-18 14 D,671.8379877708298
8318,2019-03-18 15 D,639.4915220331229
8319,2019-03-18 16 D,608.5639190876212
8320,2019-03-18 17 D,644.270671465597
8321,2019-03-18 18 D,733.8749964109329
8322,2019-03-18 19 D,931.1796149111829
8323,2019-03-18 20 D,1023.6007373041908
8324,2019-03-18 21 D,1029.410373258704
8325,2019-03-18 22 D,976.726929717792
8326,2019-03-18 23 D,871.4940579309553
8327,2019-03-18 24 D,810.585282244867
8328,2019-03-19 01 D,675.1294814691017
8329,2019-03-19 02 D,552.1523232739368
8330,2019-03-19 03 D,490.98162458754746
8331,2019-03-19 04 D,565.8683283941646
8332,2019-03-19 05 D,653.8589793143337
8333,2019-03-19 06 D,691.1524651567216
8334,2019-03-19 07 D,872.5216788513367
8335,2019-03-19 08 D,1093.2145746126644
8336,2019-03-19 09 D,990.8359049345722
8337,2019-03-19 10 D,915.7920675292082
8338,2019-03-19 11 D,880.1979632931578
8339,2019-03-19 12 D,765.1734426856415
8340,2019-03-19 13 D,709.7541303199908
8341,2019-03-19 14 D,680.3253747627922
8342,2019-03-19 15 D,649.0881066727006
8343,2019-03-19 16 D,615.6228096266301
8344,2019-03-19 17 D,629.7666836753002
8345,2019-03-19 18 D,719.8119135439857
8346,2019-03-19 19 D,923.0227240812796
8347,2019-03-19 20 D,1008.71653020294
8348,2019-03-19 21 D,1015.6245860356324
8349,2019-03-19 22 D,984.0511785454815
8350,2019-03-19 23 D,872.0496149709004
8351,2019-03-19 24 D,812.0282405945663
8352,2019-03-20 01 D,689.1992118163095
8353,2019-03-20 02 D,572.9711636439268
8354,2019-03-20 03 D,517.2138896831428
8355,2019-03-20 04 D,615.3405799396103
8356,2019-03-20 05 D,661.3797535196776
8357,2019-03-20 06 D,709.5518172408249
8358,2019-03-20 07 D,904.6138012516868
8359,2019-03-20 08 D,1101.9350070360051
8360,2019-03-20 09 D,1072.0732907866077
8361,2019-03-20 10 D,944.22003881274
8362,2019-03-20 11 D,914.2164706749168
8363,2019-03-20 12 D,791.1383740001157
8364,2019-03-20 13 D,710.7371134540181
8365,2019-03-20 14 D,698.6616727759254
8366,2019-03-20 15 D,664.5431101550728
8367,2019-03-20 16 D,631.4879275493178
8368,2019-03-20 17 D,647.2729375987802
8369,2019-03-20 18 D,779.4312138050651
8370,2019-03-20 19 D,980.4483512370492
8371,2019-03-20 20 D,1061.6674071811726
8372,2019-03-20 21 D,1081.1918000538178
8373,2019-03-20 22 D,1050.771914233315
8374,2019-03-20 23 D,930.9832496106133
8375,2019-03-20 24 D,857.4980180767504
8376,2019-03-21 01 D,764.6217644530963
8377,2019-03-21 02 D,658.3787632813498
8378,2019-03-21 03 D,576.8886770305123
8379,2019-03-21 04 D,661.0080759412422
8380,2019-03-21 05 D,746.7118016450113
8381,2019-03-21 06 D,771.9488619224161
8382,2019-03-21 07 D,970.4355866792076
8383,2019-03-21 08 D,1195.261995772721
8384,2019-03-21 09 D,1102.4055690100497
8385,2019-03-21 10 D,1015.0468151825244
8386,2019-03-21 11 D,948.3198785704526
8387,2019-03-21 12 D,836.8859149452196
8388,2019-03-21 13 D,733.9526746179081
8389,2019-03-21 14 D,688.9571996979917
8390,2019-03-21 15 D,661.2063915981619
8391,2019-03-21 16 D,628.7183353784471
8392,2019-03-21 17 D,659.0926160322651
8393,2019-03-21 18 D,788.2019179357279
8394,2019-03-21 19 D,999.198934495584
8395,2019-03-21 20 D,1109.9576922756912
8396,2019-03-21 21 D,1104.5067263753187
8397,2019-03-21 22 D,1064.6677718103035
8398,2019-03-21 23 D,964.7932806608092
8399,2019-03-21 24 D,868.1239070985894
8400,2019-03-22 01 D,757.3505583653465
8401,2019-03-22 02 D,638.672501010353
8402,2019-03-22 03 D,581.68661466983
8403,2019-03-22 04 D,657.1857830387395
8404,2019-03-22 05 D,742.055723967196
8405,2019-03-22 06 D,774.1025959036467
8406,2019-03-22 07 D,965.9288140105994
8407,2019-03-22 08 D,1190.4064079697537
8408,2019-03-22 09 D,1110.8410284313327
8409,2019-03-22 10 D,1033.661800430225
8410,2019-03-22 11 D,969.3174834987273
8411,2019-03-22 12 D,852.0250574662634
8412,2019-03-22 13 D,754.1146408443119
8413,2019-03-22 14 D,707.7194613216346
8414,2019-03-22 15 D,673.5246216834593
8415,2019-03-22 16 D,646.3135602704493
8416,2019-03-22 17 D,694.5559810571145
8417,2019-03-22 18 D,785.6750077233702
8418,2019-03-22 19 D,992.076837239176
8419,2019-03-22 20 D,1098.2809110551116
8420,2019-03-22 21 D,1090.5150067807738
8421,2019-03-22 22 D,1072.7000438138878
8422,2019-03-22 23 D,962.4469823799344
8423,2019-03-22 24 D,900.3058879377658
8424,2019-03-23 01 D,781.8547979157571
8425,2019-03-23 02 D,660.1336840732563
8426,2019-03-23 03 D,596.933405279566
8427,2019-03-23 04 D,663.9469403512732
8428,2019-03-23 05 D,722.4560066032368
8429,2019-03-23 06 D,721.6591478567772
8430,2019-03-23 07 D,823.0723872353378
8431,2019-03-23 08 D,1026.0297639342948
8432,2019-03-23 09 D,1036.2382783993512
8433,2019-03-23 10 D,1020.00330655321
8434,2019-03-23 11 D,1001.676024593332
8435,2019-03-23 12 D,878.1446178858648
8436,2019-03-23 13 D,777.2350878769564
8437,2019-03-23 14 D,734.4267289520131
8438,2019-03-23 15 D,697.6631727458769
8439,2019-03-23 16 D,674.8430233343406
8440,2019-03-23 17 D,708.1832920515554
8441,2019-03-23 18 D,799.4461099472928
8442,2019-03-23 19 D,985.8149300705422
8443,2019-03-23 20 D,1083.4603632527865
8444,2019-03-23 21 D,1004.4680401417766
8445,2019-03-23 22 D,965.3297562444736
8446,2019-03-23 23 D,895.6859372183624
8447,2019-03-23 24 D,837.7159330642351
8448,2019-03-24 01 D,755.2436636240004
8449,2019-03-24 02 D,647.6088024025129
8450,2019-03-24 03 D,584.4900037155645
8451,2019-03-24 04 D,653.4570864577249
8452,2019-03-24 05 D,703.8620413482007
8453,2019-03-24 06 D,694.8741914408602
8454,2019-03-24 07 D,765.7705266995561
8455,2019-03-24 08 D,925.7079359707232
8456,2019-03-24 09 D,975.3236569645446
8457,2019-03-24 10 D,963.7482279222152
8458,2019-03-24 11 D,938.8745664499098
8459,2019-03-24 12 D,806.4331891008533
8460,2019-03-24 13 D,709.1979444666626
8461,2019-03-24 14 D,686.6633252724088
8462,2019-03-24 15 D,657.522274713299
8463,2019-03-24 16 D,631.1694839437464
8464,2019-03-24 17 D,673.0184157767762
8465,2019-03-24 18 D,783.5718915412625
8466,2019-03-24 19 D,969.8753119878298
8467,2019-03-24 20 D,1038.3069652074382
8468,2019-03-24 21 D,1022.2191330104836
8469,2019-03-24 22 D,943.2349362059769
8470,2019-03-24 23 D,851.8460205124162
8471,2019-03-24 24 D,782.1814664413549
8472,2019-03-25 01 D,645.7884382157813
8473,2019-03-25 02 D,516.9020476812437
8474,2019-03-25 03 D,486.7470251322445
8475,2019-03-25 04 D,591.0116599230181
8476,2019-03-25 05 D,671.6436871725903
8477,2019-03-25 06 D,712.5145991740893
8478,2019-03-25 07 D,908.5080784087148
8479,2019-03-25 08 D,1131.76976844274
8480,2019-03-25 09 D,1072.2022500434762
8481,2019-03-25 10 D,955.4991802100132
8482,2019-03-25 11 D,935.7474520128434
8483,2019-03-25 12 D,807.8405868339592
8484,2019-03-25 13 D,721.166737487644
8485,2019-03-25 14 D,702.942101949947
8486,2019-03-25 15 D,666.8362744943611
8487,2019-03-25 16 D,633.4975090784819
8488,2019-03-25 17 D,658.7645771879048
8489,2019-03-25 18 D,764.5010551509519
8490,2019-03-25 19 D,973.1642092122338
8491,2019-03-25 20 D,1067.1550878323253
8492,2019-03-25 21 D,1052.8744640706277
8493,2019-03-25 22 D,1037.2265793195916
8494,2019-03-25 23 D,939.8549284935676
8495,2019-03-25 24 D,851.8047401478177
8496,2019-03-26 01 D,677.6385345240762
8497,2019-03-26 02 D,577.786029874707
8498,2019-03-26 03 D,504.1920785196821
8499,2019-03-26 04 D,576.4039295566546
8500,2019-03-26 05 D,679.7588152717219
8501,2019-03-26 06 D,703.3321360955812
8502,2019-03-26 07 D,900.757632326416
8503,2019-03-26 08 D,1105.908926866285
8504,2019-03-26 09 D,1039.05627682326
8505,2019-03-26 10 D,925.320195880613
8506,2019-03-26 11 D,892.612518920996
8507,2019-03-26 12 D,774.4745187400017
8508,2019-03-26 13 D,714.8469187306922
8509,2019-03-26 14 D,678.5638740255241
8510,2019-03-26 15 D,652.1408064749961
8511,2019-03-26 16 D,613.9340595887202
8512,2019-03-26 17 D,635.7504476103301
8513,2019-03-26 18 D,724.0364886909176
8514,2019-03-26 19 D,923.7978159848536
8515,2019-03-26 20 D,1015.569860780622
8516,2019-03-26 21 D,1013.2283453935512
8517,2019-03-26 22 D,981.4182329471388
8518,2019-03-26 23 D,870.8056720698339
8519,2019-03-26 24 D,813.9001241283027
8520,2019-03-27 01 D,687.2093588641998
8521,2019-03-27 02 D,571.0493293152872
8522,2019-03-27 03 D,516.039719535371
8523,2019-03-27 04 D,589.3440604257793
8524,2019-03-27 05 D,658.0263122564043
8525,2019-03-27 06 D,713.2992915337611
8526,2019-03-27 07 D,878.376843860389
8527,2019-03-27 08 D,1098.1875179371914
8528,2019-03-27 09 D,1020.6485771872368
8529,2019-03-27 10 D,932.1739703392052
8530,2019-03-27 11 D,893.3704716170507
8531,2019-03-27 12 D,763.8776722273326
8532,2019-03-27 13 D,702.2388575278305
8533,2019-03-27 14 D,657.3799540983364
8534,2019-03-27 15 D,634.9133076654473
8535,2019-03-27 16 D,600.1350696962546
8536,2019-03-27 17 D,626.1602829409366
8537,2019-03-27 18 D,713.9796907746905
8538,2019-03-27 19 D,911.0557159272096
8539,2019-03-27 20 D,1004.3273667922688
8540,2019-03-27 21 D,997.5996666005868
8541,2019-03-27 22 D,951.6323585976944
8542,2019-03-27 23 D,853.6812584550346
8543,2019-03-27 24 D,802.3493035886131
8544,2019-03-28 01 D,644.561945318573
8545,2019-03-28 02 D,529.2568964775403
8546,2019-03-28 03 D,468.3475028421169
8547,2019-03-28 04 D,530.7945623467019
8548,2019-03-28 05 D,602.8885032199157
8549,2019-03-28 06 D,654.286810589991
8550,2019-03-28 07 D,827.4045960087453
8551,2019-03-28 08 D,1045.1787269853232
8552,2019-03-28 09 D,956.6638605073542
8553,2019-03-28 10 D,862.0970699840418
8554,2019-03-28 11 D,836.7743677160296
8555,2019-03-28 12 D,736.8360092400288
8556,2019-03-28 13 D,660.2460181385192
8557,2019-03-28 14 D,643.2634163356232
8558,2019-03-28 15 D,617.4988220657029
8559,2019-03-28 16 D,589.1537155131315
8560,2019-03-28 17 D,604.6528591115683
8561,2019-03-28 18 D,703.4012124801772
8562,2019-03-28 19 D,809.2578843164189
8563,2019-03-28 20 D,932.1357720504062
8564,2019-03-28 21 D,924.9668923464052
8565,2019-03-28 22 D,904.5751648816351
8566,2019-03-28 23 D,794.8752510650445
8567,2019-03-28 24 D,732.9021863114413
8568,2019-03-29 01 D,639.2078164171426
8569,2019-03-29 02 D,515.0199191219721
8570,2019-03-29 03 D,452.3475371492197
8571,2019-03-29 04 D,528.7314087348228
8572,2019-03-29 05 D,603.5879915232136
8573,2019-03-29 06 D,635.3727401487561
8574,2019-03-29 07 D,842.2682993021489
8575,2019-03-29 08 D,1026.8535061283717
8576,2019-03-29 09 D,969.137821186459
8577,2019-03-29 10 D,898.3524910175952
8578,2019-03-29 11 D,856.6498727606206
8579,2019-03-29 12 D,759.476286036007
8580,2019-03-29 13 D,686.2153385928734
8581,2019-03-29 14 D,662.0370713778514
8582,2019-03-29 15 D,637.7069160390239
8583,2019-03-29 16 D,601.6110817694201
8584,2019-03-29 17 D,621.0243520654706
8585,2019-03-29 18 D,708.5682812561594
8586,2019-03-29 19 D,852.1198814631847
8587,2019-03-29 20 D,932.2073028934024
8588,2019-03-29 21 D,935.366422112602
8589,2019-03-29 22 D,882.4232842630394
8590,2019-03-29 23 D,809.8400424059892
8591,2019-03-29 24 D,744.3893130052048
8592,2019-03-30 01 D,649.7723017467187
8593,2019-03-30 02 D,523.4472898604255
8594,2019-03-30 03 D,457.5806400735314
8595,2019-03-30 04 D,504.8938603933228
8596,2019-03-30 05 D,561.3281030100426
8597,2019-03-30 06 D,571.1230209348719
8598,2019-03-30 07 D,646.7451024548227
8599,2019-03-30 08 D,850.7374266607728
8600,2019-03-30 09 D,857.2485972020913
8601,2019-03-30 10 D,826.9550497578481
8602,2019-03-30 11 D,833.8769632901327
8603,2019-03-30 12 D,735.8718653443403
8604,2019-03-30 13 D,648.0631613543615
8605,2019-03-30 14 D,625.1199313036071
8606,2019-03-30 15 D,594.7490199261728
8607,2019-03-30 16 D,557.2541076056376
8608,2019-03-30 17 D,592.8253865339552
8609,2019-03-30 18 D,672.9633575329292
8610,2019-03-30 19 D,764.7278291272123
8611,2019-03-30 20 D,864.7514547875177
8612,2019-03-30 21 D,838.6834470453201
8613,2019-03-30 22 D,804.9921105572091
8614,2019-03-30 23 D,732.1914363472783
8615,2019-03-30 24 D,677.8149710826755
8616,2019-03-31 01 D,627.4458626350631
8617,2019-03-31 02 D,513.8548962797433
8618,2019-03-31 03 D,453.0932829636527
8619,2019-03-31 04 D,500.28011378680327
8620,2019-03-31 05 D,549.4574514351738
8621,2019-03-31 06 D,550.8374224569662
